VSS,GROUP_NAME_ABB,NAME_DESC_KR,NAME_DESC,CONTROLLER,DID,BYTE_ORDER,LENGTH_BIT,SCALE,OFFSET,MIN,MAX,UNIT,START,VALUE_TYPE,VALUE_TABLE,MEMORY_ADDR
Mch.Diag.JoyBmDnSm.BmNegIncXaxisF13,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 X축 2차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Xaxis_F1[3],MCU,0x65F,Motorola,8,1,0,-125,0,percent,8,int8,,67AE
Mch.Diag.JoyBmDnSm.BmNegIncXaxisF12,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 X축 3차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Xaxis_F1[2],MCU,0x65F,Motorola,8,1,0,-125,0,percent,16,int8,,67AF
Mch.Diag.JoyBmDnSm.BmNegIncXaxisF11,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 X축 4차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Xaxis_F1[1],MCU,0x65F,Motorola,8,1,0,-125,0,percent,24,int8,,67B0
Mch.Diag.JoyBmDnSm.BmNegIncYaxisF14,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Yaxis_F1[4],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,32,uint8,,67B1
Mch.Diag.JoyBmDnSm.BmNegIncYaxisF13,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Yaxis_F1[3],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,40,uint8,,67B2
Mch.Diag.JoyBmDnSm.BmNegIncYaxisF12,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Yaxis_F1[2],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,48,uint8,,67B3
Mch.Diag.JoyBmDnSm.BmNegIncYaxisF11,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Bm_Neg_Inc_Yaxis_F1[1],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,56,uint8,,67B4
Mch.Diag.JoyBmDnSm.BmNegDecXaxisF14,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 X축 1차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Xaxis_F1[4],MCU,0x65F,Motorola,8,1,0,-125,0,percent,64,int8,,67B5
Mch.Diag.JoyBmDnSm.BmNegDecXaxisF13,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 X축 2차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Xaxis_F1[3],MCU,0x65F,Motorola,8,1,0,-125,0,percent,72,int8,,67B6
Mch.Diag.JoyBmDnSm.BmNegDecXaxisF12,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 X축 3차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Xaxis_F1[2],MCU,0x65F,Motorola,8,1,0,-125,0,percent,80,int8,,67B7
Mch.Diag.JoyBmDnSm.BmNegDecXaxisF11,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 X축 4차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Xaxis_F1[1],MCU,0x65F,Motorola,8,1,0,-125,0,percent,88,int8,,67B8
Mch.Diag.JoyBmDnSm.BmNegDecYaxisF14,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 Y축 1차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Yaxis_F1[4],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,96,uint8,,67B9
Mch.Diag.JoyBmDnSm.BmNegDecYaxisF13,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 Y축 2차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Yaxis_F1[3],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,104,uint8,,67BA
Mch.Diag.JoyBmDnSm.BmNegDecYaxisF12,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 Y축 3차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Yaxis_F1[2],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,112,uint8,,67BB
Mch.Diag.JoyBmDnSm.BmNegDecYaxisF11,JoyBmDnSm,동적 조이스틱 프로파일 Boom Down 하강 조작 Y축 4차 변곡점 (부드럽게),Rate_Bm_Neg_Dec_Yaxis_F1[1],MCU,0x65F,Motorola,8,1,0,5,255,10percent/s,120,uint8,,67BC
Mch.Diag.JoyArmCrowdSm.ArmPosIncXaxisF11,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 X축 1차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Xaxis_F1[1],MCU,0x660,Motorola,8,1,0,0,125,percent,0,uint8,,67BD
Mch.Diag.JoyArmCrowdSm.ArmPosIncXaxisF12,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 X축 2차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Xaxis_F1[2],MCU,0x660,Motorola,8,1,0,0,125,percent,8,uint8,,67BE
Mch.Diag.JoyArmCrowdSm.ArmPosIncXaxisF13,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 X축 3차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Xaxis_F1[3],MCU,0x660,Motorola,8,1,0,0,125,percent,16,uint8,,67BF
Mch.Diag.JoyArmCrowdSm.ArmPosIncXaxisF14,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 X축 4차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Xaxis_F1[4],MCU,0x660,Motorola,8,1,0,0,125,percent,24,uint8,,67C0
Mch.Diag.JoyArmCrowdSm.ArmPosIncYaxisF10,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Yaxis_F1[0],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,32,uint8,,67C1
Mch.Diag.JoyArmCrowdSm.ArmPosIncYaxisF11,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Yaxis_F1[1],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,40,uint8,,67C2
Mch.Diag.JoyArmCrowdSm.ArmPosIncYaxisF12,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Yaxis_F1[2],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,48,uint8,,67C3
Mch.Diag.JoyArmCrowdSm.ArmPosIncYaxisF13,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Arm_Pos_Inc_Yaxis_F1[3],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,56,uint8,,67C4
Mch.Diag.JoyArmCrowdSm.ArmPosDecXaxisF11,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 X축 1차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Xaxis_F1[1],MCU,0x660,Motorola,8,1,0,0,125,percent,64,uint8,,67C5
Mch.Diag.JoyArmCrowdSm.ArmPosDecXaxisF12,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 X축 2차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Xaxis_F1[2],MCU,0x660,Motorola,8,1,0,0,125,percent,72,uint8,,67C6
Mch.Diag.JoyArmCrowdSm.ArmPosDecXaxisF13,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 X축 3차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Xaxis_F1[3],MCU,0x660,Motorola,8,1,0,0,125,percent,80,uint8,,67C7
Mch.Diag.JoyArmCrowdSm.ArmPosDecXaxisF14,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 X축 4차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Xaxis_F1[4],MCU,0x660,Motorola,8,1,0,0,125,percent,88,uint8,,67C8
Mch.Diag.JoyArmCrowdSm.ArmPosDecYaxisF10,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 Y축 1차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Yaxis_F1[0],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,96,uint8,,67C9
Mch.Diag.JoyArmCrowdSm.ArmPosDecYaxisF11,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 Y축 2차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Yaxis_F1[1],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,104,uint8,,67CA
Mch.Diag.JoyArmCrowdSm.ArmPosDecYaxisF12,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 Y축 3차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Yaxis_F1[2],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,112,uint8,,67CB
Mch.Diag.JoyArmCrowdSm.ArmPosDecYaxisF13,JoyArmCrowdSm,동적 조이스틱 프로파일 Arm Crowd 하강 조작 Y축 4차 변곡점 (부드럽게),Rate_Arm_Pos_Dec_Yaxis_F1[3],MCU,0x660,Motorola,8,1,0,5,255,10percent/s,120,uint8,,67CC
Mch.Diag.JoyArmDumpSm.ArmNegIncXaxisF14,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 X축 1차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Xaxis_F1[4],MCU,0x661,Motorola,8,1,0,-125,0,percent,0,int8,,67CD
Mch.Diag.JoyArmDumpSm.ArmNegIncXaxisF13,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 X축 2차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Xaxis_F1[3],MCU,0x661,Motorola,8,1,0,-125,0,percent,8,int8,,67CE
Mch.Diag.JoyArmDumpSm.ArmNegIncXaxisF12,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 X축 3차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Xaxis_F1[2],MCU,0x661,Motorola,8,1,0,-125,0,percent,16,int8,,67CF
Mch.Diag.JoyArmDumpSm.ArmNegIncXaxisF11,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 X축 4차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Xaxis_F1[1],MCU,0x661,Motorola,8,1,0,-125,0,percent,24,int8,,67D0
Mch.Diag.JoyArmDumpSm.ArmNegIncYaxisF14,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Yaxis_F1[4],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,32,uint8,,67D1
Mch.Diag.JoyArmDumpSm.ArmNegIncYaxisF13,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Yaxis_F1[3],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,40,uint8,,67D2
Mch.Diag.JoyArmDumpSm.ArmNegIncYaxisF12,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Yaxis_F1[2],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,48,uint8,,67D3
Mch.Diag.JoyArmDumpSm.ArmNegIncYaxisF11,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Arm_Neg_Inc_Yaxis_F1[1],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,56,uint8,,67D4
Mch.Diag.JoyArmDumpSm.ArmNegDecXaxisF14,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 X축 1차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Xaxis_F1[4],MCU,0x661,Motorola,8,1,0,-125,0,percent,64,int8,,67D5
Mch.Diag.JoyArmDumpSm.ArmNegDecXaxisF13,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 X축 2차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Xaxis_F1[3],MCU,0x661,Motorola,8,1,0,-125,0,percent,72,int8,,67D6
Mch.Diag.JoyArmDumpSm.ArmNegDecXaxisF12,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 X축 3차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Xaxis_F1[2],MCU,0x661,Motorola,8,1,0,-125,0,percent,80,int8,,67D7
Mch.Diag.JoyArmDumpSm.ArmNegDecXaxisF11,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 X축 4차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Xaxis_F1[1],MCU,0x661,Motorola,8,1,0,-125,0,percent,88,int8,,67D8
Mch.Diag.JoyArmDumpSm.ArmNegDecYaxisF14,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 Y축 1차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Yaxis_F1[4],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,96,uint8,,67D9
Mch.Diag.JoyArmDumpSm.ArmNegDecYaxisF13,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 Y축 2차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Yaxis_F1[3],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,104,uint8,,67DA
Mch.Diag.JoyArmDumpSm.ArmNegDecYaxisF12,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 Y축 3차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Yaxis_F1[2],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,112,uint8,,67DB
Mch.Diag.JoyArmDumpSm.ArmNegDecYaxisF11,JoyArmDumpSm,동적 조이스틱 프로파일 Arm Dump 하강 조작 Y축 4차 변곡점 (부드럽게),Rate_Arm_Neg_Dec_Yaxis_F1[1],MCU,0x661,Motorola,8,1,0,5,255,10percent/s,120,uint8,,67DC
Mch.Diag.JoyBckCrowdSm.BckPosIncXaxisF11,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 X축 1차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Xaxis_F1[1],MCU,0x662,Motorola,8,1,0,0,125,percent,0,uint8,,67DD
Mch.Diag.JoyBckCrowdSm.BckPosIncXaxisF12,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 X축 2차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Xaxis_F1[2],MCU,0x662,Motorola,8,1,0,0,125,percent,8,uint8,,67DE
Mch.Diag.JoyBckCrowdSm.BckPosIncXaxisF13,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 X축 3차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Xaxis_F1[3],MCU,0x662,Motorola,8,1,0,0,125,percent,16,uint8,,67DF
Mch.Diag.JoyBckCrowdSm.BckPosIncXaxisF14,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 X축 4차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Xaxis_F1[4],MCU,0x662,Motorola,8,1,0,0,125,percent,24,uint8,,67E0
Mch.Diag.JoyBckCrowdSm.BckPosIncYaxisF10,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Yaxis_F1[0],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,32,uint8,,67E1
Mch.Diag.JoyBckCrowdSm.BckPosIncYaxisF11,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Yaxis_F1[1],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,40,uint8,,67E2
Mch.Diag.JoyBckCrowdSm.BckPosIncYaxisF12,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Yaxis_F1[2],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,48,uint8,,67E3
Mch.Diag.JoyBckCrowdSm.BckPosIncYaxisF13,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Bkt_Pos_Inc_Yaxis_F1[3],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,56,uint8,,67E4
Mch.Diag.JoyBckCrowdSm.BckPosDecXaxisF11,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 X축 1차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Xaxis_F1[1],MCU,0x662,Motorola,8,1,0,0,125,percent,64,uint8,,67E5
Mch.Diag.JoyBckCrowdSm.BckPosDecXaxisF12,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 X축 2차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Xaxis_F1[2],MCU,0x662,Motorola,8,1,0,0,125,percent,72,uint8,,67E6
Mch.Diag.JoyBckCrowdSm.BckPosDecXaxisF13,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 X축 3차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Xaxis_F1[3],MCU,0x662,Motorola,8,1,0,0,125,percent,80,uint8,,67E7
Mch.Diag.JoyBckCrowdSm.BckPosDecXaxisF14,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 X축 4차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Xaxis_F1[4],MCU,0x662,Motorola,8,1,0,0,125,percent,88,uint8,,67E8
Mch.Diag.JoyBckCrowdSm.BckPosDecYaxisF10,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 Y축 1차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Yaxis_F1[0],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,96,uint8,,67E9
Mch.Diag.JoyBckCrowdSm.BckPosDecYaxisF11,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 Y축 2차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Yaxis_F1[1],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,104,uint8,,67EA
Mch.Diag.JoyBckCrowdSm.BckPosDecYaxisF12,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 Y축 3차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Yaxis_F1[2],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,112,uint8,,67EB
Mch.Diag.JoyBckCrowdSm.BckPosDecYaxisF13,JoyBckCrowdSm,동적 조이스틱 프로파일 Bucket Crowd 하강 조작 Y축 4차 변곡점 (부드럽게),Rate_Bkt_Pos_Dec_Yaxis_F1[3],MCU,0x662,Motorola,8,1,0,5,255,10percent/s,120,uint8,,67EC
Mch.Diag.JoyBckDumpSm.BckNegIncXaxisF14,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 X축 1차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Xaxis_F1[4],MCU,0x663,Motorola,8,1,0,-125,0,percent,0,int8,,67ED
Mch.Diag.JoyBckDumpSm.BckNegIncXaxisF13,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 X축 2차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Xaxis_F1[3],MCU,0x663,Motorola,8,1,0,-125,0,percent,8,int8,,67EE
Mch.Diag.JoyBckDumpSm.BckNegIncXaxisF12,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 X축 3차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Xaxis_F1[2],MCU,0x663,Motorola,8,1,0,-125,0,percent,16,int8,,67EF
Mch.Diag.JoyBckDumpSm.BckNegIncXaxisF11,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 X축 4차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Xaxis_F1[1],MCU,0x663,Motorola,8,1,0,-125,0,percent,24,int8,,67F0
Mch.Diag.JoyBckDumpSm.BckNegIncYaxisF14,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Yaxis_F1[4],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,32,uint8,,67F1
Mch.Diag.JoyBckDumpSm.BckNegIncYaxisF13,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Yaxis_F1[3],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,40,uint8,,67F2
Mch.Diag.JoyBckDumpSm.BckNegIncYaxisF12,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Yaxis_F1[2],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,48,uint8,,67F3
Mch.Diag.JoyBckDumpSm.BckNegIncYaxisF11,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Bkt_Neg_Inc_Yaxis_F1[1],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,56,uint8,,67F4
Mch.Diag.JoyBckDumpSm.BckNegDecXaxisF14,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 X축 1차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Xaxis_F1[4],MCU,0x663,Motorola,8,1,0,-125,0,percent,64,int8,,67F5
Mch.Diag.JoyBckDumpSm.BckNegDecXaxisF13,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 X축 2차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Xaxis_F1[3],MCU,0x663,Motorola,8,1,0,-125,0,percent,72,int8,,67F6
Mch.Diag.JoyBckDumpSm.BckNegDecXaxisF12,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 X축 3차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Xaxis_F1[2],MCU,0x663,Motorola,8,1,0,-125,0,percent,80,int8,,67F7
Mch.Diag.JoyBckDumpSm.BckNegDecXaxisF11,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 X축 4차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Xaxis_F1[1],MCU,0x663,Motorola,8,1,0,-125,0,percent,88,int8,,67F8
Mch.Diag.JoyBckDumpSm.BckNegDecYaxisF14,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 Y축 1차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Yaxis_F1[4],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,96,uint8,,67F9
Mch.Diag.JoyBckDumpSm.BckNegDecYaxisF13,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 Y축 2차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Yaxis_F1[3],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,104,uint8,,67FA
Mch.Diag.JoyBckDumpSm.BckNegDecYaxisF12,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 Y축 3차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Yaxis_F1[2],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,112,uint8,,67FB
Mch.Diag.JoyBckDumpSm.BckNegDecYaxisF11,JoyBckDumpSm,동적 조이스틱 프로파일 Bucket Dump 하강 조작 Y축 4차 변곡점 (부드럽게),Rate_Bkt_Neg_Dec_Yaxis_F1[1],MCU,0x663,Motorola,8,1,0,5,255,10percent/s,120,uint8,,67FC
Mch.Diag.JoySwgSm.SwgPosIncXaxisF11,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 X축 1차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Xaxis_F1[1],MCU,0x664,Motorola,8,1,0,0,125,percent,0,uint8,,67FD
Mch.Diag.JoySwgSm.SwgPosIncXaxisF12,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 X축 2차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Xaxis_F1[2],MCU,0x664,Motorola,8,1,0,0,125,percent,8,uint8,,67FE
Mch.Diag.JoySwgSm.SwgPosIncXaxisF13,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 X축 3차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Xaxis_F1[3],MCU,0x664,Motorola,8,1,0,0,125,percent,16,uint8,,67FF
Mch.Diag.JoySwgSm.SwgPosIncXaxisF14,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 X축 4차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Xaxis_F1[4],MCU,0x664,Motorola,8,1,0,0,125,percent,24,uint8,,6800
Mch.Diag.JoySwgSm.SwgPosIncYaxisF10,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 Y축 1차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Yaxis_F1[0],MCU,0x664,Motorola,8,1,0,5,255,10percent/s,32,uint8,,6801
Mch.Diag.JoySwgSm.SwgPosIncYaxisF11,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 Y축 2차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Yaxis_F1[1],MCU,0x664,Motorola,8,1,0,5,255,10percent/s,40,uint8,,6802
Mch.Diag.JoySwgSm.SwgPosIncYaxisF12,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 Y축 3차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Yaxis_F1[2],MCU,0x664,Motorola,8,1,0,5,255,10percent/s,48,uint8,,6803
Mch.Diag.JoySwgSm.SwgPosIncYaxisF13,JoySwgSm,동적 조이스틱 프로파일 Swing  상승 조작 Y축 4차 변곡점 (부드럽게),Rate_Swg_Pos_Inc_Yaxis_F1[3],MCU,0x664,Motorola,8,1,0,5,255,10percent/s,56,uint8,,6804
Mch.Diag.JoySwgSm.SwgPosDecXaxisF11,JoySwgSm,동적 조이스틱 프로파일 Swing  하강 조작 X축 1차 변곡점 (부드럽게),Rate_Swg_Pos_Dec_Xaxis_F1[1],MCU,0x664,Motorola,8,1,0,0,125,percent,64,uint8,,6805
Mch.Diag.JoySwgSm.SwgPosDecXaxisF12,JoySwgSm,동적 조이스틱 프로파일 Swing  하강 조작 X축 2차 변곡점 (부드럽게),Rate_Swg_Pos_Dec_Xaxis_F1[2],MCU,0x664,Motorola,8,1,0,0,125,percent,72,uint8,,6806
