VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.MCU.XDAI.TurnRhSigLmp,sensor,RightTurnSignalLamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.FineSwgSv,sensor,FineSwingS/N,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.LwHeadLmp,sensor,LowHeadLamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.HhHeadLmp,sensor,HighHeadLamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.ClearLmp,sensor,ClearanceLamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.MrrHt,sensor,MirrorHeater,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.BoomSusHedSv,sensor,BoomSuspensionHeadS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.BoomSusRodSv,sensor,BoomSuspensionRodS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.Chmsl,sensor,CHMSL,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.AirCondCompStpSig,sensor,A/CCompressorStopSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.WrkLmpRly,sensor,WorkingLampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.AvmWrnSig,sensor,AVMWarningSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.CabLmpRly,sensor,CabinLampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.AirCompRly,sensor,AirCompressorRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.RvsLmpRly,sensor,ReverseLampRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.PrkBrkRly,sensor,ParkingBrakeRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.PmpDeratSv,sensor,PumpDeratingS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.BoomSwgSelRly,sensor,BoomSwingSelectRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.LwVltMainRly,sensor,LowVoltageMainRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.NormChgInd,sensor,NormalChargingIndicator,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.QckChgRly,sensor,QuickChargingRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.QckChgInd,sensor,QuickChargingIndicator,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.PilotBz,sensor,PilotBuzzer,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.HhVltPreChgRly,sensor,HighVoltagePrechargeRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.HhVltMainRly,sensor,HighVoltageMainRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.TrkExpationSv,sensor,TrackExpationS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.FanPwmSig,sensor,FANPWMSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.HvChgSig,sensor,HVChargingSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.GndSawMdChangeRly,sensor,[Excavator]GroundSawModeChangeRelay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.TrvlRhPilotCutOffSv,sensor,[Excavator]TRAVEL_RHPILOT-CUTS/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.EmgStrSv,sensor,EmergencySteeringSystem Solenoid,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.ArmDumpCutOffSv,sensor,Arm Dump Cut Off S/V,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.XDAI.ArmCrowdCutOffSv,sensor,Arm Crowd Cut Off S/V,uint8,,0.0,3.0,,,,J1939,,
Mch.MCU.XDAI.SelSv,sensor,Select S/V (Rotating <-> Elevating Cabin),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.AccRly,sensor,ACC Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.EngRunOutSig,sensor,Engine Running Output Signal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.DesRunSig,sensor,DES Running Signal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.EtpRly,sensor,ETP Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.ExtVocWarnSig,sensor,External Voice Warning Signal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.FuelFilledLmp,sensor,Fuel-Filled Lamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.SecondStarterRly,sensor,2nd Starter Relay,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.PmpDrvCoolSv,sensor,Pump Drive Cooling S/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.OptPriSv,sensor,Option Priority S/V,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.SwgLoadRedSolF,sensor,Swing Load Reduction Solenoid (F),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.XDAI.SwgLoadRedSolR,sensor,Swing Load Reduction Solenoid (R),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LASI.MainPrs,sensor,[WheelLoader]MainPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.BooHeadPrs,sensor,[WheelLoader]BoomHeadPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.BoomRodPrs,sensor,[WheelLoader]BoomRodPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.StrPrs,sensor,[WheelLoader]SteeringPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.BrkOilPrs,sensor,[WheelLoader]BrakeOilPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.FanMotPrs,sensor,[WheelLoader]FanMotorPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.PrkBrkPrs,sensor,ParkingBrakePressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.CtlEgCtrlDialVlt,sensor,[CompactLoader]EngineControlDialVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.CtlBckLoadPrs,sensor,[CompactLoader]BucketLoadPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.AngSsBoom,sensor,[WheelLoader]AngleSensorBoom(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.AngSsBoomRef,sensor,[WheelLoader]AngleSensorBoom(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.AngSsBck,sensor,[WheelLoader]AngleSensorBucket(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.AngSsBckRef,sensor,[WheelLoader]AngleSensorBucket(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.CtlTowSpdPrs,sensor,[CompactLoader]TowSpeedPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.CtlLsPrs,sensor,[CompactLoader]LSPressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.RhThmbWhlVlt,sensor,RH Thumbwheel Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.BrkChgPriPrs,sensor,Brake Charging Priority Pressure,uint16,bar,0.0,500.0,,,,J1939,,
Mch.MCU.LASI.AccPdlVlt,sensor,AccelPedalVoltage(Wheel),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.BrkPdlA,sensor,[WheelLoader]BrakePedal(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.BrkPdlB,sensor,[WheelLoader]BrakePedal(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.FuelLv,sensor,FuelLevel[Default],uint8,percent,0.0,250.0,,,,J1939,,
Mch.MCU.LASI.WifSsVlt,sensor,WIFSensor(WIFSensor)Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.OpsSsVlt,sensor,OPSSensor(OPSSensor)Voltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.CoolTmp,sensor,[Excavator]CoolantTemperature(Mechanical Engine),int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.LASI.HydOilTmp,sensor,HydraulicTemperature[Default],int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.LASI.AxleOilTmp,sensor,[WheelLoader]AxleOilTemp,int16,celsius,-40.0,210.0,,,,J1939,,
Mch.MCU.LASI.AltTmp,sensor,AlternatorVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.BatTmp,sensor,BatteryVoltage[Default],float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.FanSpd,sensor,FAN Speed,uint16,rpm,0.0,64255.0,,,,J1939,,
Mch.MCU.LASI.AcpSsPrs,sensor,ACPsensorPressure,uint16,kPa,0.0,4000.0,,,,J1939,,
Mch.MCU.LASI.ElecStrLeverA,sensor,[WheelLoader]Elec.Steer.Lever(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.ElecStrLeverB,sensor,[WheelLoader]ElecSteerLever(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.ElecStrVv,sensor,[WheelLoader]ElecSteerValve,uint16,percent,0.0,65535.0,,,,J1939,,
Mch.MCU.LASI.EmcvLeverBoomA,sensor,[WheelLoader]EMCVLeverBoom(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.EmcvLeverBoomB,sensor,[WheelLoader]EMCVLeverBoom(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.EmcvLeverBckA,sensor,[WheelLoader]EMCVLeverBucket(A),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.EmcvLeverBckB,sensor,[WheelLoader]EMCVLeverBucket(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.EmcvLeverOptA,sensor,[WheelLoader]PMCVLeverOption,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.EmcvLeverOptB,sensor,[WheelLoader]EMCVLeverOption(B),float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LASI.Joy1XPos,sensor,Joystick1X-AxisPosition,uint8,percent,0.0,102.0,,,,J1939,,
Mch.MCU.LASI.RsvJoy1XPos,sensor,Reserved-Joystick1X-AxisPosition,uint8,,0.0,63.0,,,,J1939,,
Mch.MCU.LASI.Joy1YPos,sensor,Joystick1Y-AxisPosition,uint8,percent,0.0,102.0,,,,J1939,,
Mch.MCU.LASI.RsvJoy1YPos,sensor,Reserved-Joystick1Y-AxisPosition,uint8,,0.0,63.0,,,,J1939,,
Mch.MCU.LASI.Joy1GripYPos,sensor,Joystick1GripY-AxisPosition,uint8,percent,0.0,102.0,,,,J1939,,
Mch.MCU.LASI.RsvJoy1GripYPos,sensor,Reserved-Joystick1GripY-AxisPosition,uint8,,0.0,63.0,,,,J1939,,
Mch.MCU.LASI.EvaporatorTmp,sensor,Evaporator Temperature,int16,`C,-40.0,210.0,,,,J1939,,
Mch.MCU.LASI.TmsSecVlt,sensor,TMSConnectionVoltage,float16,V,0.0,64.255,,,,J1939,,
Mch.MCU.LAAI.FanCtrlEvc,sensor,FanControlProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BoomRaiseEvc,sensor,BoomRaiseProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BoomFltEvc,sensor,BoomFloatProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BoomCrowdEvc,sensor,BucketCrowdProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BckDumpEvc,sensor,BucketDumpProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.Opt1Evc,sensor,Option1Proportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.Opt2Evc,sensor,Option2Proportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.Spool4AEvc,sensor,4THSPOOLAProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.Spool4BEvc,sensor,4THSPOOLBProportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.McvBackPrsEvc,sensor,MCV Backpressure Proportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.EbrkPropPrsRedVv,sensor,E-brake Proportional Pressure Reducing Valve,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeTiltRhEvc,sensor,P/VBLADE;TILTRIGHT,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeTiltLhEvc,sensor,P/VBLADE;TILTLEFT,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeRaiseEvc,sensor,P/VBLADE;RAISE,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeDnEvc,sensor,P/VBLADE;DOWN,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeAngRhEvc,sensor,P/VBLADE;ANGLERIGHT,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.BladeAngLhEvc,sensor,P/VBLADE;ANGLELEFT,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.RipperUpEvc,sensor,P/VRIPPER;UP,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.RipperDnEvc,sensor,P/VBRIPPER;DOWN,uint16,mA,0.0,2000.0,,,,J1939,,
Mch.MCU.LAAI.CdsFanCtrl,sensor,CONDENSORFANCONTROL,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.LAAI.CacFanCtrl,sensor,CACFANCONTROL,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.LAAI.FanClutchPwmOutSig,sensor,Fan Clutch PWM Output Signal,float16,percent,-321.27,321.28,,,,J1939,,
Mch.MCU.LDSI.ElecStrSelSw,sensor,ElecSteerSelectSwitch&3rdSelectSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.ArmRestCutOffSw,sensor,ArmRestCutOffSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.PilotCutOffSw,sensor,PilotCutOffSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.StartCSw,sensor,"""C""Switch(Starter)",uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.StartAccSw,sensor,"""Acc""Switch(Starter)",uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.StartBrSw,sensor,"""Br""Switch(Starter)",uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrF1,sensor,1stFNR(F),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrN1,sensor,1stFNR(N),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrR1,sensor,1stFNR(R),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrF2,sensor,2ndFNR(F),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrN2,sensor,2ndFNR(N),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrR2,sensor,2ndFNR(R),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrF3,sensor,3rdFNR(F),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrN3,sensor,3rdFNR(N),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FnrR3,sensor,3rdFNR(R),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.DhlManSw,sensor,DHLManualSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.EmgStpSw,sensor,EMERGENCYSTOPSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.WghCntSw,sensor,WeighingCountSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.CoolLv,sensor,CoolantLevel,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.PrkBrkPrsSw,sensor,ParkingBrakePressureSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.AccPdlIvs,sensor,AccelPedalIVS,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.AccPdlKd,sensor,AccelPedalKD,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.MainStrPrsSw,sensor,MainSteerPressureSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.EmgStrPrsSw,sensor,EmergencySteerPressureSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.DpfForceRgnSw,sensor,DPFForcedRegenSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FrWiperStpSig,sensor,FrontWiperStopSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.RearWiperStpSw,sensor,RearWiperStopSignal,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Fnr2ActSw,sensor,2ndFNRActivateSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.HormSw,sensor,HornSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.ReDefrstSw,sensor,ReDefrstSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.SeatBeltSw,sensor,SeatBeltSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.PrkSw,sensor,ParkingSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.QckCouplerInitSw,sensor,QuickCouplerInitiateSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.AgsLmp,sensor,AGSLamp,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.GrboxOvrTmp,sensor,GearboxOverTemperature,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.HstOilFiltWrn,sensor,HSTOilFilterWarning,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.IhbSw,sensor,InhibitSwitch(added-11.09.30),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Joy1YDetentPosSt,sensor,Joystick1Y-AxisDetentPositionStatus,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Joy1XDetentPosSt,sensor,Joystick1X-AxisDetentPositionStatus,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.PreHt,sensor,PreHeat,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.DnShftSw,sensor,DownShiftSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.QckCouperLckSw,sensor,QuickCouplerLockSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.RetFiltSw,sensor,ReturnFilterSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.AirCleanSw,sensor,AirCleanerSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.TractionCtrlSw,sensor,TRACTIONCONTROLSWITCH,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.HydLckoutSw,sensor,HYDRAULICLOCKOUTSWITCH,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.EgOilPrsSw,sensor,ENGINEOILPRESSURESWITCH,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.BckLeverSw,sensor,BucketLeverSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Spool3LeverSw,sensor,3rdSpoolLeverSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.ArmRestRhSw,sensor,ArmRestSwitch(RH),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.ArmRestLhSw,sensor,ArmRestSwitch(LH),uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.FrDoorSw,sensor,FrontDoorSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.DustInd,sensor,DustIndicator,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.HhFlowPinN,sensor,HighFlowPinN,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.HhFlowPinK,sensor,HighFlowPinK,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.OpsSw,sensor,OPSSwitch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Aux7Sw,sensor,Aux7 Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.TwoSpeedSw,sensor,2 Speed Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
Mch.MCU.LDSI.Aux8Sw,sensor,Aux8 Switch,uint8,,,,OFFON,"['OFF', 'ON', 'ERROR', 'NOT_AVAILABLE']",,J1939,,
