VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.Diag.EgAutoStop.EntryHydTmp,sensor,엔진 자동셧다운 진입 작동유온도,int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.EgAutoStop.RpmCmd,sensor,엔진 자동셧다운 시 RPM 지령,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.CoolLowLvWarn.Dur,sensor,냉각수 충분 상태 시 냉각수 부족 상태 판단을 위한 냉각수 부족 유지 시간,uint16,sec,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLowLvWarn.SufDur,sensor,냉각수 부족 상태 시 냉각수 충분 상태 판단을 위한 냉각수 충분 유지 시간,uint16,sec,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLowLvWarn.RemTm,sensor,냉각수 부족 상태 시 엔진 회전 수 지령으로 변경까지 남은 시간,uint16,minutes,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLowLvWarn.EgRpmCmd,sensor,냉각수 부족 상태 시 엔진 회전 수 지령,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpdEpprvCur,sensor,팬 최소 속도 대응 EPPRV 전류,uint16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.AirconOnEpprvCur,sensor,Aircon On 시 팬 속도 대응 EPPRV 전류,uint16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpdEpprvCur,sensor,팬 최대 속도 대응 EPPRV 전류,uint16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.RvsMaxSpdEpprvCur,sensor,리버스팬 최대 속도 대응 EPPRV 전류,uint16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpd,sensor,팬 최소 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.AirconOnFanSpd,sensor,Aircon On 시 팬 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpd,sensor,팬 최대 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.RvsFanMaxSpd,sensor,리버스팬 최대 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpdHydTmp,sensor,팬 최소 속도 작동유온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpdHydTmp,sensor,팬 최대 속도 작동유온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpdCoolTmp,sensor,팬 최소 속도 냉각수온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpdCoolTmp,sensor,팬 최대 속도 냉각수온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpdManifoldTmp,sensor,팬 최소 속도 매니폴더온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpdManifoldTmp,sensor,팬 최대 속도 매니폴더온도,uint16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.FanCtrl.AirconOnFanMinSpd,sensor,에어컨 동작시 팬 최소 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MaxSpd1,sensor,팬 최대 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.FanCtrl.MinSpd1,sensor,팬 최소 속도,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqRt,sensor,과열방지 알람 발생시 펌프토크 비율,uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable0,sensor,과열방지 냉각수 온도 테이블[0],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable1,sensor,과열방지 냉각수 온도 테이블[1],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable2,sensor,과열방지 냉각수 온도 테이블[2],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable3,sensor,과열방지 냉각수 온도 테이블[3],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable4,sensor,과열방지 냉각수 온도 테이블[4],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.CoolTmpTable5,sensor,과열방지 냉각수 온도 테이블[5],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqCvsDcrSlp,sensor,펌프토크 변환 하강 기울기,int16,percent,-100.0,0.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable0,sensor,과열방지 작동유 온도 테이블[0],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable1,sensor,과열방지 작동유 온도 테이블[1],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable2,sensor,과열방지 작동유 온도 테이블[2],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable3,sensor,과열방지 작동유 온도 테이블[3],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable4,sensor,과열방지 작동유 온도 테이블[4],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.HydTmpTable5,sensor,과열방지 작동유 온도 테이블[5],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqCvsIcrSlp,sensor,펌프토크 변환 상승 기울기,int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable0,sensor,온도별 펌프 토크 제한 비율 테이블[0],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable1,sensor,온도별 펌프 토크 제한 비율 테이블[1],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable2,sensor,온도별 펌프 토크 제한 비율 테이블[2],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable3,sensor,온도별 펌프 토크 제한 비율 테이블[3],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable4,sensor,온도별 펌프 토크 제한 비율 테이블[4],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtTable5,sensor,온도별 펌프 토크 제한 비율 테이블[5],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.PmpTrqLmRtonSsFail,sensor,센서고장시 펌프 토크 제한 비율,uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.OvrHtPrv.OilCoolEntryHydTmpDif,sensor,오일 쿨러 입구 작동유 온도 차이,int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHt.CoolOvrHtLmEgRpm,sensor,냉각수 과열시 제한 엔진회전수,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.OvrHt.CoolOvrHtLmPmpTrqRt,sensor,냉각수 과열시 제한 펌프 토크 비율,uint16,percent,0.0,500.0,,,,UDS,,
Mch.Diag.OvrHt.CoolOvrHtWarnThTmp,sensor,냉각수 과열 경고 기준 온도,int16,percent,0.0,500.0,,,,UDS,,
Mch.Diag.OvrHt.CoolOvrHtRlsThTmp,sensor,냉각수 과열 해제 기준 온도,int16,percent,0.0,500.0,,,,UDS,,
Mch.Diag.OvrHt.HydOvrHtWarnThTmp,sensor,작동유 과열 경고 기준 온도,int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.OvrHt.HydOvrHtRlsThTmp,sensor,작동유 과열 해제 기준 온도,int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.EgRpmCmdDcrSlp,sensor,드룹 제어 시 엔진 회전수 지령 감소기울기,int16,rpm/sec,-1000.0,0.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.EgMaxTrq,sensor,엔진 최대 토크,uint16,N.m,0.0,5000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.PwrShiftD,sensor,파워시프트 PID제어기 D게인,uint16,0,0.0,50000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.PwrShiftI,sensor,파워시프트 PID제어기 I게인,uint16,0,0.0,50000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.PwrShiftP,sensor,파워시프트 PID제어기 P게인,uint16,0,0.0,50000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.GainAppRt,sensor,파워시프트 PID제어기 펌프 토크가 Zero Boost 토크보다 작은 경우 게인 적용 비율,uint16,0,0.0,50000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.MaxDifLvrPwrInPwrTrq,sensor,레버파워와 입력 펌프 토크 차이 최대값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl1.PmpTrqMinOut,sensor,펌프 토크 최소 출력 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn0,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[0],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn1,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[1],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn2,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[2],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn3,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[3],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn4,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[4],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableIn5,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 입력인 펌프 토크[5],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut0,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[0],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut1,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[1],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut2,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[2],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut3,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[3],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut4,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[4],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.VboPmpTrqCtrl3.PmpTrqIcrSlpTableOut5,sensor,부스트 압력이 기준값보다 작은 경우에  펌프 토크 상승 기울기 변경 테이블의 출력인 펌프 토크 상승 기울기 제한 값[5],uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BoomUpPmpPrsIniLmVal,sensor,붐 업 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BoomDnPmpPrsIniLmVal,sensor,붐 다운 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BckInPmpPrsIniLmVal,sensor,버켓 인 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BckOutPmpPrsIniLmVal,sensor,버켓 아웃 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.ArmInPmpPrsIniLmVal,sensor,암 인 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.ArmOutPmpPrsIniLmVal,sensor,암 아웃 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.SwgPmpPrsIniLmVal,sensor,스윙 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.TrvlPmpPrsIniLmVal,sensor,주행 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.OptPmpPrsIniLmVal,sensor,옵션 동작 시 펌프 압력 초기 제한 값,uint16,0,0.0,1000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BoomUpPmpPrsSlpLmVal,sensor,붐 업 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BoomDnPmpPrsSlpLmVal,sensor,붐 다운 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BckInPmpPrsSlpLmVal,sensor,버켓 인 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.BckOutPmpPrsSlpLmVal,sensor,버켓 아웃 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.ArmInPmpPrsSlpLmVal,sensor,암 인 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.ArmOutPmpPrsSlpLmVal,sensor,암 아웃 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.SwgPmpPrsSlpLmVal,sensor,스윙 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.TrvlPmpPrsSlpLmVal,sensor,주행 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.HydSplPrsCtrl.OptPmpPrsSlpLmVal,sensor,옵션 동작 시 펌프 압력 기울기 제한 값,uint16,0,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur0,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[0],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur1,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[1],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur2,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[2],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur3,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[3],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur4,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[4],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur5,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[5],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur6,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[6],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap1.TableOutEpprvCur7,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 출력인 EPPRV 전류[7],int16,mA,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur0,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[0],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur1,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[1],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur2,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[2],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur3,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[3],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur4,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[4],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur5,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[5],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur6,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[6],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpEpprvMap2.TableInEpprvCur7,sensor,메인펌프 EPPRV 전류 지령 변환 테이블의 입력인 메인 펌프 압력[7],uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpCtrl.PmpBoostRfSetPrs,sensor,펌프승압 릴리프셋팅압력,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpCtrl.MaxMainPmpCapa,sensor,메인 펌프 최대 용량,uint16,cc/rev,0.0,5000.0,,,,UDS,,
Mch.Diag.PmpCtrl.MinforMainPmpPrs,sensor,메인 펌프 압력 지령의 최소 값,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpCtrl.MaxforMainPmpPrs,sensor,메인 펌프 압력 지령의 최대 값 단 부스트 압력 스위치를 누르지 않은 경우,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.PmpCtrl.MaxMainPmpCmdSwg,sensor,스윙 동작 시 메인 펌프 압력 지령의 최대 값,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.AutoTrvl.ActDialPos,sensor,자동주행 활성화 다이얼 위치,uint16,rpm,0.0,5000.0,,,,UDS,,
Mch.Diag.AutoTrvl.SpdCvsDlyTm,sensor,자동주행 속도 변환 지연시간,uint16,sec,0.0,1000.0,,,,UDS,,
Mch.Diag.AutoTrvl.Spd2DtmnPrs,sensor,자동주행 2속 판단 압력,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.AutoTrvl.Spd1DtmnPrs,sensor,자동주행 1속 판단 압력,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.OWD.WarnLv1Prs,sensor,OWD 경고 1단계 기준 압력,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.OWD.WarnLv2Prs,sensor,OWD 경고 2단계 기준 압력,uint16,bar,0.0,1000.0,,,,UDS,,
Mch.Diag.EgOilPrsLw.WarnPrs,sensor,엔진오일 압력 낮음 경고 기준 압력,uint16,kPa,0.0,1000.0,,,,UDS,,
Mch.Diag.EgOilPrsLw.WarnDlyTm,sensor,엔진오일 압력 낮음 경고 지연 시간,uint16,sec,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct0,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[0],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct1,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[1],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct2,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[2],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct3,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[3],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct4,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[4],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud1.GpCoolGaugePosCvtPct5,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 출력인 퍼센트 값[5],int16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp0,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[0],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp1,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[1],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp2,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[2],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp3,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[3],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp4,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[4],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.CoolLvIndGud2.GpCoolGaugePosCvtTmp5,sensor,GP 메인 화면 냉각수 게이지 포지션 변환 테이블의 입력인 냉각수 온도 값[5],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut0,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[0],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut1,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[1],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut2,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[2],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut3,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[3],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut4,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[4],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut5,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[5],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut6,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[6],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut7,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[7],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut8,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[8],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud1.GpHydGaugePosCvtOut9,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 출력인 퍼센트 값[9],uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp0,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[0],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp1,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[1],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp2,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[2],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp3,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[3],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp4,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[4],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp5,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[5],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp6,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[6],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp7,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[7],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp8,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[8],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.HydIndGud2.GpHydGaugePosCvtInTmp9,sensor,GP 메인 화면 작동유 게이지 포지션 변환 테이블의 입력인 작동유 온도 값[9],int16,celsius,0.0,1000.0,,,,UDS,,
Mch.Diag.EgSpdMap1.InRpm0,sensor,Engine Speed 테이블의 입력인 Rpm값[0],float,rpm,0.0,5000.0,,,,UDS,,
